                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    136,                 0.7432,                0.72311,                 1.0389,                0.98487,                0.98887,                0.99191,                 0.9224,                0.42339,                0.25971,                0.81702,              0.0086734,              0.0086734,              0.0086734
                    137,                0.74209,                0.72445,                 1.0363,                0.98832,                0.98717,                0.99234,                0.92181,                0.42213,                0.25861,                0.81554,              0.0086635,              0.0086635,              0.0086635
                    138,                0.73923,                0.71973,                 1.0375,                0.98609,                0.98959,                0.99229,                0.92221,                0.42492,                0.25885,                0.81563,              0.0086536,              0.0086536,              0.0086536
                    139,                0.73721,                0.71345,                  1.036,                0.98632,                 0.9883,                0.99284,                0.92048,                0.43033,                0.25909,                0.81707,              0.0086437,              0.0086437,              0.0086437
                    140,                0.73605,                0.70741,                 1.0332,                0.98442,                0.98886,                0.99261,                0.91972,                0.42945,                0.25993,                0.81636,              0.0086338,              0.0086338,              0.0086338
                    141,                0.73407,                0.70605,                 1.0297,                0.98445,                 0.9872,                0.99242,                0.91931,                 0.4294,                0.26091,                0.81609,              0.0086239,              0.0086239,              0.0086239
                    142,                 0.7347,                0.71983,                 1.0369,                  0.985,                0.98489,                0.99271,                0.92098,                0.42817,                0.26116,                0.81608,               0.008614,               0.008614,               0.008614
                    143,                0.73639,                0.70078,                 1.0328,                0.98445,                0.98825,                0.99239,                0.92258,                0.42539,                0.25907,                0.81487,              0.0086041,              0.0086041,              0.0086041
                    144,                0.73994,                0.71664,                 1.0349,                0.98502,                0.98733,                0.99216,                0.92019,                0.42472,                0.25868,                0.81493,              0.0085942,              0.0085942,              0.0085942
                    145,                0.72656,                0.71271,                 1.0295,                0.98662,                0.98707,                0.99257,                0.92167,                0.41984,                0.25507,                0.81314,              0.0085843,              0.0085843,              0.0085843
                    146,                0.73156,                0.70161,                 1.0344,                0.98607,                0.98731,                0.99236,                0.92135,                0.42043,                0.25428,                0.81318,              0.0085744,              0.0085744,              0.0085744
                    147,                0.73819,                0.71224,                 1.0366,                0.98481,                0.98832,                0.99256,                0.92202,                0.42083,                0.25504,                0.81343,              0.0085645,              0.0085645,              0.0085645
                    148,                0.74003,                0.70937,                 1.0342,                0.98805,                0.98778,                0.99263,                0.92179,                0.42066,                0.25421,                0.81229,              0.0085546,              0.0085546,              0.0085546
                    149,                0.73158,                0.70488,                 1.0322,                  0.988,                0.98856,                0.99258,                0.92281,                0.41739,                0.25215,                 0.8114,              0.0085447,              0.0085447,              0.0085447
                    150,                0.72762,                0.69921,                 1.0266,                 0.9886,                0.98936,                0.99281,                0.92411,                0.41751,                0.25207,                0.81237,              0.0085348,              0.0085348,              0.0085348
                    151,                0.73696,                0.69729,                 1.0307,                0.98897,                0.98791,                0.99258,                0.92551,                0.41585,                0.25185,                0.81214,              0.0085249,              0.0085249,              0.0085249
                    152,                0.73998,                0.71092,                 1.0382,                0.98779,                0.98841,                0.99273,                0.92483,                0.41753,                0.25177,                0.81208,               0.008515,               0.008515,               0.008515
                    153,                0.74392,                0.71789,                  1.039,                0.98643,                0.98759,                 0.9929,                0.92417,                0.41972,                0.25445,                0.81324,              0.0085051,              0.0085051,              0.0085051
                    154,                0.73892,                0.70678,                 1.0347,                 0.9856,                0.98863,                0.99313,                0.92436,                0.42311,                0.25373,                0.81405,              0.0084952,              0.0084952,              0.0084952
                    155,                 0.7377,                0.71675,                 1.0371,                0.98559,                0.98679,                0.99324,                0.92247,                0.42308,                 0.2531,                0.81325,              0.0084853,              0.0084853,              0.0084853
                    156,                 0.7433,                0.71159,                  1.037,                0.98462,                 0.9878,                0.99295,                0.92295,                 0.4182,                0.25278,                0.81261,              0.0084754,              0.0084754,              0.0084754
                    157,                0.73628,                0.70536,                 1.0319,                0.98695,                0.98656,                0.99282,                0.92361,                0.41699,                0.25212,                0.81203,              0.0084655,              0.0084655,              0.0084655
                    158,                0.72737,                0.70007,                 1.0301,                0.98677,                0.98778,                0.99274,                0.92175,                0.41738,                0.25247,                0.81247,              0.0084556,              0.0084556,              0.0084556
                    159,                0.72941,                0.69664,                 1.0326,                0.98622,                0.98817,                0.99301,                0.92219,                0.41804,                0.25075,                0.81291,              0.0084457,              0.0084457,              0.0084457
                    160,                0.72684,                0.69163,                 1.0255,                0.98669,                0.98817,                0.99345,                0.92497,                0.41658,                 0.2487,                0.81199,              0.0084358,              0.0084358,              0.0084358
                    161,                0.73097,                0.70608,                 1.0315,                0.98908,                0.98748,                0.99352,                0.92475,                0.41835,                0.24859,                0.81216,              0.0084259,              0.0084259,              0.0084259
                    162,                0.73208,                0.69135,                 1.0359,                0.98861,                0.98692,                0.99339,                0.92634,                0.41691,                0.24714,                0.81156,               0.008416,               0.008416,               0.008416
                    163,                0.73743,                0.69928,                 1.0328,                 0.9877,                0.98712,                0.99352,                0.92605,                0.41681,                0.24731,                0.81143,              0.0084061,              0.0084061,              0.0084061
                    164,                0.73055,                0.69346,                 1.0306,                0.98784,                0.98711,                0.99363,                0.92699,                0.41582,                0.24642,                0.81079,              0.0083962,              0.0083962,              0.0083962
                    165,                0.73739,                0.69651,                 1.0333,                0.98839,                0.98702,                0.99345,                0.92781,                0.41593,                0.24612,                 0.8111,              0.0083863,              0.0083863,              0.0083863
                    166,                0.73205,                0.69366,                 1.0325,                 0.9854,                0.98989,                0.99352,                0.92724,                0.41595,                0.24585,                 0.8119,              0.0083764,              0.0083764,              0.0083764
                    167,                0.72184,                0.69052,                 1.0255,                 0.9862,                0.98911,                 0.9931,                0.92639,                 0.4146,                0.24477,                0.81125,              0.0083665,              0.0083665,              0.0083665
                    168,                0.73366,                0.69313,                 1.0319,                0.98759,                0.98858,                0.99307,                0.92694,                0.41474,                0.24428,                0.81169,              0.0083566,              0.0083566,              0.0083566
                    169,                0.73779,                0.70558,                 1.0361,                0.98628,                0.98896,                0.99304,                0.92562,                0.41622,                0.24492,                0.81198,              0.0083467,              0.0083467,              0.0083467
                    170,                0.72451,                0.68641,                 1.0264,                0.98611,                0.98894,                0.99295,                 0.9253,                0.41904,                 0.2455,                0.81199,              0.0083368,              0.0083368,              0.0083368
                    171,                0.72894,                 0.6868,                 1.0292,                0.98495,                0.98914,                0.99307,                0.92658,                0.41682,                0.24442,                0.81144,              0.0083269,              0.0083269,              0.0083269
                    172,                 0.7303,                0.68666,                 1.0314,                0.98603,                0.98965,                0.99374,                0.92601,                0.41659,                0.24404,                0.81116,               0.008317,               0.008317,               0.008317
                    173,                0.72279,                0.68822,                 1.0285,                0.98724,                 0.9889,                 0.9934,                0.92482,                0.41721,                0.24335,                0.81143,              0.0083071,              0.0083071,              0.0083071
                    174,                0.73269,                0.69266,                 1.0301,                0.98747,                0.98738,                0.99311,                0.92557,                0.41609,                0.24343,                0.81111,              0.0082972,              0.0082972,              0.0082972
                    175,                0.72891,                0.68336,                  1.033,                0.98772,                0.98727,                0.99332,                0.92569,                0.41366,                0.24204,                0.81044,              0.0082873,              0.0082873,              0.0082873
                    176,                0.72544,                0.68597,                 1.0324,                0.98784,                0.98666,                 0.9934,                0.92651,                0.41289,                0.24191,                0.81024,              0.0082774,              0.0082774,              0.0082774
                    177,                0.71772,                0.67989,                 1.0225,                0.98726,                0.98739,                0.99312,                0.92648,                0.41231,                0.24112,                0.80965,              0.0082675,              0.0082675,              0.0082675
                    178,                0.72017,                0.68532,                 1.0241,                0.98529,                0.99101,                0.99328,                0.92897,                0.41225,                0.24145,                0.80928,              0.0082576,              0.0082576,              0.0082576
                    179,                0.72015,                0.68589,                 1.0254,                0.98864,                0.98667,                0.99324,                0.92849,                0.41162,                0.24233,                0.80872,              0.0082477,              0.0082477,              0.0082477
                    180,                0.72369,                0.68231,                 1.0252,                0.98698,                0.98859,                0.99315,                0.92867,                0.41136,                 0.2414,                0.80868,              0.0082378,              0.0082378,              0.0082378
                    181,                0.72211,                0.69578,                 1.0338,                 0.9883,                 0.9886,                0.99309,                0.92929,                 0.4101,                0.24148,                0.80856,              0.0082279,              0.0082279,              0.0082279
                    182,                0.72159,                0.68668,                 1.0265,                 0.9891,                0.98865,                 0.9931,                0.92922,                0.41059,                0.24031,                0.80851,               0.008218,               0.008218,               0.008218
                    183,                0.72654,                0.68886,                 1.0284,                0.98913,                0.98915,                0.99362,                0.92873,                0.41157,                 0.2393,                 0.8091,              0.0082081,              0.0082081,              0.0082081
                    184,                0.72331,                0.67859,                 1.0314,                0.98867,                0.98904,                0.99356,                0.92836,                0.41112,                0.23867,                0.80902,              0.0081982,              0.0081982,              0.0081982
                    185,                0.72559,                0.68884,                 1.0301,                0.98452,                0.99226,                0.99332,                0.92883,                0.41049,                0.23891,                 0.8087,              0.0081883,              0.0081883,              0.0081883
                    186,                0.71469,                0.67814,                 1.0272,                0.98322,                0.99321,                0.99328,                0.92994,                0.40932,                0.23987,                0.80855,              0.0081784,              0.0081784,              0.0081784
                    187,                0.72247,                0.68435,                  1.026,                0.98297,                0.99417,                0.99324,                0.92816,                 0.4104,                0.23979,                0.80881,              0.0081685,              0.0081685,              0.0081685
                    188,                0.72171,                0.67492,                 1.0266,                0.98311,                0.99388,                0.99314,                0.92944,                0.40985,                 0.2386,                0.80831,              0.0081586,              0.0081586,              0.0081586
                    189,                0.72549,                0.69085,                 1.0274,                0.98244,                0.99401,                0.99308,                0.92872,                0.40954,                0.23884,                0.80815,              0.0081487,              0.0081487,              0.0081487
                    190,                 0.7212,                0.67215,                 1.0248,                0.98428,                0.99257,                0.99311,                0.92867,                0.40894,                0.23779,                 0.8081,              0.0081388,              0.0081388,              0.0081388
                    191,                0.72067,                0.67161,                 1.0206,                0.98316,                0.99347,                0.99309,                0.92868,                0.40865,                0.23744,                0.80813,              0.0081289,              0.0081289,              0.0081289
                    192,                0.72122,                0.67236,                  1.026,                0.98281,                0.99375,                0.99309,                0.92805,                0.40698,                 0.2366,                0.80746,               0.008119,               0.008119,               0.008119
                    193,                0.72022,                0.66885,                 1.0247,                0.98214,                0.99379,                  0.993,                0.92805,                0.40647,                0.23654,                 0.8069,              0.0081091,              0.0081091,              0.0081091
                    194,                 0.7083,                0.66882,                 1.0196,                0.98243,                0.99362,                 0.9931,                0.92865,                 0.4058,                0.23558,                0.80637,              0.0080992,              0.0080992,              0.0080992
                    195,                0.71548,                0.67137,                 1.0264,                0.98287,                0.99393,                0.99313,                0.92949,                0.40645,                0.23678,                0.80661,              0.0080893,              0.0080893,              0.0080893
                    196,                0.71133,                0.66682,                 1.0217,                0.98333,                0.99425,                0.99327,                0.92935,                0.40614,                0.23594,                0.80662,              0.0080794,              0.0080794,              0.0080794
                    197,                0.72097,                0.67788,                 1.0244,                0.98243,                0.99428,                0.99334,                0.92933,                0.40556,                0.23324,                0.80646,              0.0080695,              0.0080695,              0.0080695
                    198,                0.72369,                0.68181,                 1.0281,                0.98375,                0.99534,                0.99381,                0.92968,                0.40479,                0.23216,                0.80633,              0.0080596,              0.0080596,              0.0080596
                    199,                0.72524,                0.67204,                 1.0263,                 0.9842,                0.99507,                0.99384,                0.92961,                 0.4037,                0.23114,                0.80621,              0.0080497,              0.0080497,              0.0080497
                    200,                0.72015,                0.67772,                 1.0284,                0.98476,                0.99466,                0.99384,                0.92977,                0.40347,                0.23136,                0.80615,              0.0080398,              0.0080398,              0.0080398
                    201,                0.72055,                0.67292,                 1.0298,                0.98446,                 0.9946,                0.99391,                0.93023,                0.40284,                0.23083,                0.80587,              0.0080299,              0.0080299,              0.0080299
                    202,                0.71179,                0.66939,                  1.025,                0.98557,                0.99442,                0.99391,                0.93075,                0.40244,                0.23063,                0.80563,                0.00802,                0.00802,                0.00802
                    203,                0.71452,                0.66258,                 1.0207,                0.98536,                0.99461,                0.99392,                0.93071,                0.40234,                0.22991,                0.80553,              0.0080101,              0.0080101,              0.0080101
                    204,                0.71701,                0.66802,                 1.0282,                0.98609,                0.99464,                0.99385,                0.92963,                0.40275,                0.23017,                0.80561,              0.0080002,              0.0080002,              0.0080002
                    205,                0.72384,                0.67619,                 1.0279,                 0.9855,                0.99453,                0.99387,                   0.93,                0.40192,                0.23026,                0.80534,              0.0079903,              0.0079903,              0.0079903
                    206,                0.71895,                 0.6687,                 1.0239,                0.98381,                0.99443,                0.99384,                0.93036,                 0.4017,                0.23018,                0.80515,              0.0079804,              0.0079804,              0.0079804
                    207,                0.71473,                0.67515,                 1.0244,                0.98563,                0.99349,                0.99382,                0.93032,                0.40143,                0.22977,                0.80498,              0.0079705,              0.0079705,              0.0079705
                    208,                0.72141,                 0.6756,                 1.0294,                0.98718,                0.99202,                 0.9938,                0.93017,                0.40151,                0.22943,                0.80502,              0.0079606,              0.0079606,              0.0079606
                    209,                0.71134,                0.66343,                 1.0239,                0.98772,                0.99203,                0.99382,                0.93173,                0.40131,                0.22956,                0.80494,              0.0079507,              0.0079507,              0.0079507
                    210,                0.71174,                0.66662,                 1.0238,                 0.9876,                0.99207,                0.99384,                0.93226,                0.40103,                0.22939,                0.80493,              0.0079408,              0.0079408,              0.0079408
                    211,                0.71405,                  0.665,                 1.0254,                0.98645,                0.99227,                0.99384,                0.93176,                 0.4013,                0.22974,                0.80505,              0.0079309,              0.0079309,              0.0079309
                    212,                0.71992,                0.67365,                 1.0267,                0.98489,                0.99428,                 0.9938,                0.93179,                0.40092,                0.22986,                0.80473,               0.007921,               0.007921,               0.007921
                    213,                0.71135,                0.65319,                 1.0211,                0.98682,                0.99298,                0.99381,                0.93122,                0.40121,                0.22986,                0.80488,              0.0079111,              0.0079111,              0.0079111
                    214,                0.71102,                0.67246,                 1.0218,                0.98603,                0.99359,                0.99379,                0.93164,                0.40152,                0.22926,                0.80501,              0.0079012,              0.0079012,              0.0079012
                    215,                0.70947,                 0.6617,                 1.0234,                0.98586,                0.99408,                0.99383,                0.93205,                0.40156,                0.22914,                0.80493,              0.0078913,              0.0078913,              0.0078913
                    216,                0.71469,                0.66808,                  1.027,                0.98672,                0.99243,                0.99386,                0.93253,                0.40105,                0.22858,                0.80474,              0.0078814,              0.0078814,              0.0078814
                    217,                0.71094,                0.65523,                   1.02,                0.98697,                0.99218,                0.99387,                0.93288,                0.40064,                0.22852,                 0.8045,              0.0078715,              0.0078715,              0.0078715
                    218,                0.71556,                0.65974,                 1.0261,                0.98701,                0.99239,                0.99388,                 0.9332,                 0.4002,                0.22863,                0.80419,              0.0078616,              0.0078616,              0.0078616
                    219,                0.71103,                0.66102,                 1.0211,                 0.9868,                0.99243,                0.99389,                0.93351,                 0.4005,                0.22864,                0.80401,              0.0078517,              0.0078517,              0.0078517
                    220,                0.70859,                0.65452,                 1.0205,                0.98518,                0.99436,                0.99392,                0.93302,                0.39987,                0.22857,                0.80379,              0.0078418,              0.0078418,              0.0078418
                    221,                0.70144,                0.64384,                 1.0186,                0.98531,                0.99419,                0.99394,                0.93351,                 0.3996,                0.22785,                 0.8036,              0.0078319,              0.0078319,              0.0078319
                    222,                0.70994,                 0.6559,                 1.0203,                0.98723,                0.99284,                0.99394,                0.93359,                0.39962,                0.22779,                0.80344,               0.007822,               0.007822,               0.007822
                    223,                0.70818,                0.65998,                 1.0187,                0.98697,                0.99334,                0.99393,                0.93269,                0.39963,                0.22771,                 0.8036,              0.0078121,              0.0078121,              0.0078121
                    224,                0.70421,                 0.6567,                 1.0191,                0.98667,                0.99341,                0.99392,                0.93247,                0.39963,                0.22751,                0.80356,              0.0078022,              0.0078022,              0.0078022
                    225,                0.70932,                  0.658,                 1.0211,                0.98629,                0.99337,                0.99389,                0.93259,                0.39952,                0.22725,                0.80356,              0.0077923,              0.0077923,              0.0077923
                    226,                0.71496,                0.64979,                 1.0187,                0.98665,                0.99309,                0.99388,                0.93254,                0.39926,                0.22705,                0.80343,              0.0077824,              0.0077824,              0.0077824
                    227,                0.70332,                0.64341,                 1.0168,                0.98681,                0.99286,                0.99387,                0.93274,                0.39885,                0.22674,                0.80328,              0.0077725,              0.0077725,              0.0077725
                    228,                0.71554,                0.65062,                 1.0206,                0.98591,                0.99382,                0.99387,                0.93317,                0.39901,                0.22678,                0.80329,              0.0077626,              0.0077626,              0.0077626
                    229,                0.71588,                0.65515,                 1.0194,                0.98573,                0.99386,                 0.9939,                0.93364,                0.39867,                0.22629,                0.80332,              0.0077527,              0.0077527,              0.0077527
                    230,                  0.706,                 0.6546,                 1.0216,                0.98533,                0.99469,                0.99389,                 0.9334,                 0.3981,                 0.2263,                0.80329,              0.0077428,              0.0077428,              0.0077428
                    231,                0.71583,                0.65318,                 1.0233,                0.98523,                0.99488,                0.99388,                0.93352,                0.39807,                0.22524,                0.80331,              0.0077329,              0.0077329,              0.0077329
                    232,                0.70922,                 0.6614,                 1.0187,                0.98662,                0.99385,                0.99389,                0.93375,                0.39777,                 0.2253,                0.80324,               0.007723,               0.007723,               0.007723
                    233,                0.71272,                0.65467,                 1.0217,                0.98584,                0.99373,                0.99388,                0.93379,                0.39769,                0.22565,                0.80323,              0.0077131,              0.0077131,              0.0077131
                    234,                0.71081,                0.64729,                 1.0194,                0.98565,                0.99381,                 0.9939,                0.93365,                 0.3973,                0.22551,                0.80312,              0.0077032,              0.0077032,              0.0077032
                    235,                0.70267,                0.64694,                 1.0175,                  0.987,                0.99342,                0.99391,                0.93417,                0.39712,                0.22584,                0.80305,              0.0076933,              0.0076933,              0.0076933
                    236,                0.69892,                0.64105,                 1.0139,                0.98564,                 0.9938,                0.99394,                0.93378,                0.39735,                0.22585,                0.80298,              0.0076834,              0.0076834,              0.0076834
                    237,                0.70758,                0.65166,                 1.0202,                0.98614,                0.99324,                0.99395,                0.93382,                0.39675,                0.22583,                0.80284,              0.0076735,              0.0076735,              0.0076735
                    238,                0.70471,                0.65062,                  1.024,                0.98649,                 0.9928,                0.99394,                0.93392,                0.39685,                0.22611,                0.80276,              0.0076636,              0.0076636,              0.0076636
                    239,                0.70309,                0.64225,                 1.0171,                0.98728,                0.99203,                0.99392,                0.93435,                0.39672,                0.22639,                0.80273,              0.0076537,              0.0076537,              0.0076537
                    240,                0.70095,                0.64599,                 1.0166,                0.98573,                0.99384,                0.99389,                0.93411,                0.39672,                0.22628,                0.80278,              0.0076438,              0.0076438,              0.0076438
                    241,                0.70965,                0.64984,                 1.0194,                0.98711,                0.99269,                0.99386,                0.93437,                 0.3968,                 0.2259,                0.80277,              0.0076339,              0.0076339,              0.0076339
                    242,                0.69866,                 0.6405,                 1.0154,                0.98665,                0.99304,                0.99385,                 0.9345,                0.39671,                0.22634,                0.80257,               0.007624,               0.007624,               0.007624
                    243,                0.70379,                 0.6412,                 1.0153,                0.98657,                0.99239,                0.99384,                0.93406,                0.39658,                0.22642,                0.80252,              0.0076141,              0.0076141,              0.0076141
                    244,                0.70778,                0.64287,                 1.0177,                0.98685,                0.99284,                0.99384,                 0.9341,                0.39626,                0.22626,                0.80242,              0.0076042,              0.0076042,              0.0076042
                    245,                0.70106,                0.64687,                 1.0171,                0.98715,                0.99198,                0.99382,                0.93462,                0.39608,                0.22653,                0.80238,              0.0075943,              0.0075943,              0.0075943
                    246,                0.69691,                0.63624,                 1.0161,                0.98637,                0.99318,                 0.9938,                0.93484,                0.39599,                0.22638,                0.80235,              0.0075844,              0.0075844,              0.0075844
                    247,                0.69686,                0.64596,                 1.0149,                0.98713,                0.99233,                0.99379,                0.93484,                0.39582,                0.22598,                0.80231,              0.0075745,              0.0075745,              0.0075745
                    248,                  0.704,                0.64034,                 1.0176,                0.98719,                0.99236,                0.99382,                0.93479,                0.39546,                0.22565,                0.80213,              0.0075646,              0.0075646,              0.0075646
                    249,                0.70169,                0.64815,                 1.0188,                0.98743,                0.99274,                0.99382,                0.93539,                0.39545,                0.22535,                0.80204,              0.0075547,              0.0075547,              0.0075547
                    250,                0.70403,                0.64608,                 1.0166,                0.98769,                0.99233,                0.99384,                0.93521,                 0.3954,                0.22543,                0.80194,              0.0075448,              0.0075448,              0.0075448
                    251,                0.70205,                0.63836,                 1.0127,                0.98754,                0.99271,                0.99383,                0.93579,                 0.3951,                0.22527,                0.80189,              0.0075349,              0.0075349,              0.0075349
                    252,                0.69583,                0.63855,                 1.0167,                0.98738,                0.99326,                0.99386,                0.93544,                0.39495,                0.22494,                0.80181,               0.007525,               0.007525,               0.007525
                    253,                0.69705,                0.63167,                 1.0136,                0.98706,                0.99399,                0.99386,                0.93527,                0.39508,                0.22479,                0.80179,              0.0075151,              0.0075151,              0.0075151
                    254,                 0.7074,                0.63779,                 1.0203,                0.98713,                0.99402,                0.99388,                0.93551,                0.39492,                0.22464,                0.80171,              0.0075052,              0.0075052,              0.0075052
                    255,                0.70011,                0.64141,                 1.0176,                0.98708,                0.99441,                0.99388,                0.93525,                0.39484,                0.22447,                0.80156,              0.0074953,              0.0074953,              0.0074953
                    256,                0.70339,                0.64456,                 1.0183,                0.98731,                0.99474,                 0.9939,                 0.9348,                0.39449,                0.22441,                0.80148,              0.0074854,              0.0074854,              0.0074854
                    257,                0.69547,                0.63678,                 1.0155,                0.98895,                0.99377,                 0.9939,                0.93493,                0.39441,                0.22436,                0.80144,              0.0074755,              0.0074755,              0.0074755
                    258,                0.69751,                0.63972,                 1.0176,                0.98851,                0.99458,                0.99395,                0.93459,                0.39422,                0.22401,                0.80139,              0.0074656,              0.0074656,              0.0074656
                    259,                0.69961,                0.63529,                 1.0168,                0.98858,                0.99448,                0.99394,                0.93529,                0.39414,                0.22358,                0.80131,              0.0074557,              0.0074557,              0.0074557
                    260,                0.70091,                0.63253,                 1.0146,                0.98923,                0.99421,                0.99396,                 0.9353,                0.39419,                0.22348,                0.80133,              0.0074458,              0.0074458,              0.0074458
                    261,                0.70197,                0.63975,                  1.015,                0.98914,                0.99425,                0.99394,                0.93521,                0.39432,                0.22349,                0.80125,              0.0074359,              0.0074359,              0.0074359
                    262,                0.69996,                0.63547,                 1.0164,                0.98912,                 0.9943,                0.99392,                0.93524,                0.39427,                0.22327,                0.80122,               0.007426,               0.007426,               0.007426
                    263,                0.69519,                0.63392,                 1.0171,                0.98834,                0.99426,                0.99388,                0.93526,                0.39421,                0.22302,                0.80111,              0.0074161,              0.0074161,              0.0074161
                    264,                0.69415,                0.62775,                 1.0127,                0.98812,                0.99397,                0.99386,                0.93537,                  0.394,                0.22292,                0.80102,              0.0074062,              0.0074062,              0.0074062
                    265,                0.69087,                0.62614,                 1.0126,                0.98824,                 0.9939,                0.99385,                 0.9352,                0.39385,                0.22266,                0.80103,              0.0073963,              0.0073963,              0.0073963
                    266,                0.69758,                0.63708,                  1.021,                0.98811,                0.99347,                0.99381,                0.93487,                0.39365,                 0.2228,                0.80094,              0.0073864,              0.0073864,              0.0073864
                    267,                0.68805,                0.62633,                  1.014,                0.98797,                0.99316,                0.99382,                0.93461,                0.39369,                0.22269,                0.80096,              0.0073765,              0.0073765,              0.0073765
                    268,                0.69146,                0.62533,                 1.0124,                0.98791,                0.99318,                0.99382,                0.93513,                0.39366,                0.22252,                0.80092,              0.0073666,              0.0073666,              0.0073666
                    269,                 0.6989,                0.62563,                  1.016,                0.98783,                0.99322,                0.99382,                0.93463,                0.39359,                0.22244,                0.80082,              0.0073567,              0.0073567,              0.0073567
                    270,                0.69792,                0.63739,                 1.0147,                0.98807,                0.99321,                0.99383,                0.93514,                0.39334,                0.22242,                0.80074,              0.0073468,              0.0073468,              0.0073468
                    271,                0.69355,                0.62578,                 1.0118,                0.98828,                0.99313,                0.99383,                0.93469,                0.39323,                0.22222,                0.80067,              0.0073369,              0.0073369,              0.0073369
